,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
2280,Yes,Sales,2,Laboratory Technician,17060,12,0,0,3.0,1.0,2.0,3,3,low
2281,No,Sales,1,Laboratory Technician,163070,16,1,0,1.0,3.0,1.0,2,3,high
2282,No,Research & Development,2,Sales Executive,59330,11,4,1,3.0,1.0,3.0,3,3,medium
2283,No,Research & Development,1,Research Scientist,34240,11,3,1,3.0,1.0,3.0,3,3,low
2284,No,Research & Development,1,Research Scientist,40370,14,3,0,4.0,2.0,3.0,1,3,low
2285,No,Research & Development,2,Laboratory Technician,25590,11,8,1,3.0,2.0,2.0,2,3,low
2286,No,Research & Development,1,Sales Executive,62010,15,0,0,4.0,3.0,3.0,2,3,medium
2287,No,Research & Development,3,Laboratory Technician,44030,20,5,0,3.0,4.0,4.0,2,4,low
2288,No,Sales,4,Research Scientist,37610,12,14,1,2.0,4.0,3.0,2,3,low
2289,Yes,Research & Development,2,Research Scientist,109340,17,9,0,1.0,1.0,1.0,3,3,high
2290,No,Sales,1,Sales Representative,107610,11,20,14,4.0,1.0,4.0,2,3,high
2291,No,Sales,2,Laboratory Technician,51750,17,2,2,2.0,2.0,3.0,4,3,medium
2292,No,Research & Development,3,Manufacturing Director,138260,11,13,5,3.0,2.0,4.0,2,3,high
2293,No,Research & Development,2,Research Scientist,63340,14,11,3,4.0,2.0,1.0,4,3,medium
2294,No,Research & Development,2,Manager,49360,19,4,1,1.0,3.0,3.0,2,3,low
2295,Yes,Research & Development,2,Research Director,47750,15,5,1,4.0,1.0,1.0,4,3,low
2296,No,Human Resources,2,Manufacturing Director,28180,13,10,8,4.0,3.0,3.0,3,3,low
2297,Yes,Research & Development,2,Healthcare Representative,25150,14,7,7,4.0,3.0,1.0,2,3,low
2298,No,Research & Development,1,Manager,23420,12,32,13,3.0,4.0,3.0,2,3,low
2299,No,Sales,1,Research Scientist,41940,17,11,5,2.0,3.0,3.0,3,3,low
2300,No,Research & Development,1,Manufacturing Director,106850,11,1,0,3.0,2.0,3.0,3,3,high
2301,No,Research & Development,1,Research Scientist,20220,12,10,3,1.0,4.0,3.0,3,3,low
2302,No,Research & Development,1,Manager,23140,13,7,0,3.0,1.0,3.0,4,3,low
2303,No,Research & Development,1,Research Scientist,42560,13,5,0,4.0,2.0,3.0,3,3,low
2304,No,Sales,3,Laboratory Technician,35800,20,5,0,4.0,4.0,3.0,2,4,low
2305,No,Human Resources,2,Manufacturing Director,31620,17,20,13,4.0,4.0,1.0,3,3,low
2306,No,Sales,1,Manufacturing Director,65240,13,8,7,1.0,1.0,4.0,4,3,medium
2307,No,Research & Development,2,Manufacturing Director,28990,17,15,5,2.0,3.0,3.0,2,3,low
2308,No,Sales,1,Manufacturing Director,52310,12,21,7,3.0,4.0,3.0,3,3,medium
2309,No,Sales,1,Manufacturing Director,23560,13,1,0,3.0,1.0,3.0,3,3,low
2310,No,Research & Development,1,Research Scientist,28000,12,2,2,4.0,4.0,2.7614364135407135,2,3,low
2311,No,Research & Development,3,Laboratory Technician,118360,22,10,7,1.0,2.0,3.0,4,4,high
2312,No,Research & Development,1,Healthcare Representative,109030,11,5,4,2.0,3.0,3.0,4,3,high
2313,No,Research & Development,1,Sales Executive,29730,22,7,2,4.0,2.0,3.0,4,4,low
2314,No,Sales,4,Research Scientist,142750,18,3,1,3.0,4.0,2.0,2,3,high
2315,No,Research & Development,1,Laboratory Technician,55620,13,8,7,3.0,3.0,3.0,3,3,medium
2316,No,Research & Development,2,Healthcare Representative,45370,18,1,0,3.0,3.0,2.0,4,3,low
2317,No,Research & Development,1,Healthcare Representative,76420,20,2,2,1.0,1.0,1.0,2,4,medium
2318,Yes,Research & Development,3,Sales Executive,179240,13,10,6,2.0,1.0,3.0,3,3,high
2319,No,Sales,1,Manufacturing Director,52040,13,6,1,3.0,3.0,3.0,3,3,medium
2320,No,Sales,1,Sales Executive,22770,12,3,1,4.0,1.0,3.0,3,3,low
2321,No,Research & Development,5,Research Director,27950,13,4,1,3.0,2.0,3.0,3,3,low
2322,Yes,Research & Development,1,Research Scientist,25320,13,1,0,1.0,1.0,3.0,1,3,low
2323,Yes,Research & Development,2,Manager,25590,25,33,1,3.0,4.0,3.0,3,4,low
2324,Yes,Research & Development,3,Sales Executive,49080,19,5,1,3.0,2.0,3.0,2,3,low
2325,No,Research & Development,5,Research Scientist,23800,13,6,1,4.0,1.0,2.0,3,3,low
2326,No,Research & Development,1,Sales Executive,47650,12,8,7,3.0,1.0,2.0,3,3,low
2327,No,Research & Development,2,Sales Executive,20440,11,1,0,1.0,4.0,1.0,3,3,low
2328,No,Research & Development,1,Laboratory Technician,26930,18,36,2,3.0,4.0,3.0,2,3,low
2329,No,Research & Development,2,Research Scientist,65860,18,2,2,2.0,4.0,2.0,3,3,medium
2330,No,Research & Development,1,Research Director,32940,11,1,0,1.0,4.0,3.0,3,3,low
2331,No,Sales,1,Sales Executive,41710,23,9,7,3.0,2.0,3.0,4,4,low
2332,No,Research & Development,1,Manufacturing Director,27780,13,3,1,2.0,2.0,4.0,2,3,low
2333,No,Human Resources,1,Research Scientist,23770,13,1,0,2.0,3.0,3.0,3,3,low
2334,No,Research & Development,1,Sales Representative,24040,17,10,1,2.0,1.0,3.0,2,3,low
2335,No,Sales,2,Sales Executive,23180,19,5,0,1.0,3.0,3.0,4,3,low
2336,No,Sales,1,Sales Executive,20080,12,7,7,4.0,3.0,3.0,3,3,low
2337,No,Research & Development,1,Research Scientist,62440,22,6,1,1.0,4.0,4.0,3,4,medium
2338,No,Research & Development,1,Laboratory Technician,27990,12,1,0,3.0,3.0,3.0,1,3,low
2339,No,Research & Development,3,Manager,105520,11,2,2,4.0,3.0,3.0,3,3,high
2340,No,Sales,2,Human Resources,23290,15,3,0,1.0,1.0,3.0,3,3,low
2341,No,Research & Development,5,Manager,40140,13,1,0,4.0,4.0,3.0,3,3,low
2342,No,Sales,2,Laboratory Technician,74030,12,10,6,2.0,3.0,2.0,3,3,medium
2343,No,Research & Development,1,Manager,22590,14,8,7,4.0,3.0,2.0,3,3,low
2344,No,Research & Development,2,Laboratory Technician,69320,13,5,1,4.0,1.0,3.0,3,3,medium
2345,No,Research & Development,1,Manager,46780,25,6,0,4.0,2.0,3.0,4,4,low
2346,No,Sales,3,Sales Representative,135820,17,1,0,3.0,4.0,2.0,2,3,high
2347,No,Research & Development,1,Laboratory Technician,23320,11,26,0,4.0,1.0,1.0,3,3,low
2348,Yes,Human Resources,2,Laboratory Technician,24130,16,1,0,3.0,2.0,3.0,3,3,low
2349,No,Sales,3,Sales Executive,97050,18,4,1,2.0,3.0,2.0,2,3,medium
2350,No,Research & Development,2,Research Scientist,42940,20,30,12,2.0,3.0,3.0,2,4,low
2351,No,Research & Development,3,Research Scientist,47210,14,3,0,2.0,4.0,3.0,3,3,low
2352,No,Research & Development,3,Manager,25190,21,22,1,2.0,4.0,2.0,3,4,low
2353,No,Research & Development,1,Research Director,21210,13,6,1,2.0,2.0,2.0,3,3,low
2354,No,Sales,2,Research Scientist,29730,12,10,1,3.0,1.0,3.0,3,3,low
2355,No,Sales,2,Manufacturing Director,58550,14,10,4,1.0,1.0,3.0,2,3,medium
2356,No,Research & Development,2,Research Scientist,36170,21,5,0,4.0,1.0,3.0,3,4,low
2357,No,Research & Development,2,Manufacturing Director,67250,17,3,1,3.0,3.0,3.0,3,3,medium
2358,No,Sales,5,Manufacturing Director,103250,11,9,7,3.0,4.0,3.0,2,3,high
2359,No,Research & Development,3,Healthcare Representative,69490,14,9,1,3.0,1.0,2.0,3,3,medium
2360,No,Research & Development,3,Research Scientist,106090,17,7,7,2.0,1.0,3.0,3,3,high
2361,No,Research & Development,4,Research Scientist,44470,13,7,0,4.0,1.0,3.0,3,3,low
2362,No,Research & Development,2,Sales Executive,21570,25,16,1,2.0,1.0,3.0,2,4,low
2363,No,Research & Development,3,Manufacturing Director,46010,15,5,0,2.0,1.0,2.0,3,3,low
2364,No,Research & Development,1,Laboratory Technician,170990,14,2,2,3.0,4.0,3.0,3,3,high
2365,Yes,Research & Development,1,Research Director,24790,12,0,0,2.0,4.0,4.0,2,3,low
2366,No,Research & Development,2,Research Scientist,148520,19,5,1,4.0,3.0,3.0,2,3,high
2367,No,Sales,1,Laboratory Technician,72640,17,10,0,3.0,3.0,3.0,3,3,medium
2368,No,Research & Development,1,Laboratory Technician,56660,14,18,14,1.0,3.0,3.0,3,3,medium
2369,No,Research & Development,2,Sales Executive,78230,13,14,2,3.0,3.0,3.0,3,3,medium
2370,No,Research & Development,1,Laboratory Technician,78800,12,4,0,3.0,3.0,2.0,4,3,medium
2371,No,Research & Development,2,Manager,131940,11,9,3,1.0,3.0,1.0,3,3,high
2372,No,Research & Development,2,Laboratory Technician,50670,11,10,3,4.0,4.0,3.0,2,3,medium
2373,No,Research & Development,3,Sales Executive,50790,11,5,0,4.0,3.0,4.0,3,3,medium
2374,Yes,Research & Development,3,Healthcare Representative,23210,12,13,6,4.0,1.0,3.0,3,3,low
2375,No,Research & Development,2,Healthcare Representative,174440,14,8,7,2.0,2.0,1.0,3,3,high
2376,No,Research & Development,2,Healthcare Representative,24040,17,4,3,3.0,4.0,2.0,2,3,low
2377,No,Sales,1,Laboratory Technician,34520,11,10,0,1.0,4.0,3.0,2,3,low
2378,No,Sales,3,Manager,22700,14,2,2,3.0,4.0,3.0,3,3,low
2379,Yes,Research & Development,2,Manager,173990,12,2,2,2.7236031927023947,4.0,2.0,1,3,high
2380,No,Research & Development,2,Research Scientist,54880,22,6,1,1.0,4.0,3.0,3,4,medium
2381,No,Sales,3,Sales Executive,194190,14,3,0,2.0,3.0,3.0,1,3,high
2382,No,Research & Development,1,Research Scientist,28110,20,4,1,4.0,4.0,2.0,3,4,low
2383,Yes,Sales,1,Research Director,36330,16,4,0,1.0,1.0,1.0,3,3,low
2384,No,Research & Development,2,Manager,41630,15,5,1,3.0,3.0,3.0,2,3,low
2385,No,Research & Development,3,Sales Executive,21320,20,3,0,2.0,1.0,3.0,2,4,low
2386,No,Sales,4,Manufacturing Director,139730,14,7,0,4.0,3.0,3.0,2,3,high
2387,No,Sales,2,Research Director,26840,12,5,1,4.0,2.0,3.0,3,3,low
2388,No,Sales,2,Research Director,108450,24,4,1,1.0,2.0,3.0,2,4,high
2389,No,Research & Development,3,Sales Executive,43770,12,14,1,4.0,1.0,3.0,2,3,low
2390,No,Research & Development,2,Sales Executive,37430,13,2,2,3.0,3.0,3.0,3,3,low
2391,No,Research & Development,3,Laboratory Technician,41480,11,11,7,4.0,2.0,3.0,3,3,low
2392,No,Research & Development,2,Healthcare Representative,10510,14,4,1,1.0,2.0,3.0,3,3,low
2393,No,Human Resources,2,Research Scientist,107390,11,15,2,3.0,3.0,3.0,3,3,high
2394,No,Research & Development,4,Laboratory Technician,103880,14,3,1,4.0,3.0,2.7614364135407135,3,3,high
2395,No,Research & Development,2,Healthcare Representative,114160,16,5,0,4.0,1.0,3.0,3,3,high
2396,No,Sales,1,Laboratory Technician,26000,14,10,4,2.0,3.0,3.0,3,3,low
2397,No,Research & Development,1,Research Scientist,24220,11,14,6,3.0,3.0,3.0,3,3,low
2398,Yes,Research & Development,1,Research Director,54720,11,11,6,4.0,4.0,4.0,2,3,medium
2399,No,Research & Development,2,Research Scientist,24510,12,13,2,4.0,4.0,4.0,3,3,low
2400,No,Research & Development,2,Sales Representative,42400,14,10,0,1.0,2.0,2.0,2,3,low
2401,No,Research & Development,5,Sales Executive,109990,18,6,0,4.0,4.0,3.0,2,3,high
2402,No,Research & Development,5,Research Scientist,50030,13,9,1,4.0,2.0,2.0,3,3,medium
2403,No,Research & Development,2,Sales Executive,127420,11,10,0,1.0,4.0,3.0,2,3,high
2404,No,Research & Development,1,Laboratory Technician,42270,18,2,2,4.0,1.0,2.0,2,3,low
2405,No,Sales,1,Sales Executive,39170,15,4,3,4.0,2.0,3.0,3,3,low
2406,No,Research & Development,3,Laboratory Technician,183030,22,3,1,2.0,2.0,3.0,2,4,high
2407,No,Research & Development,2,Manufacturing Director,23800,13,8,0,3.0,3.0,3.0,1,3,low
2408,No,Research & Development,4,Manager,137260,12,2,0,4.0,3.0,3.0,4,3,high
2409,No,Research & Development,1,Sales Representative,47770,18,2,0,4.0,1.0,3.0,3,3,low
2410,No,Research & Development,2,Healthcare Representative,63850,13,6,1,3.0,4.0,3.0,2,3,medium
2411,No,Research & Development,3,Sales Executive,199730,12,3,0,1.0,3.0,2.0,3,3,high
2412,No,Research & Development,3,Healthcare Representative,68610,12,2,2,3.0,4.0,3.0,2,3,medium
2413,Yes,Human Resources,3,Laboratory Technician,49690,12,5,1,4.0,3.0,3.0,3,3,low
2414,No,Research & Development,1,Sales Executive,198450,11,0,0,4.0,3.0,2.0,3,3,high
2415,No,Research & Development,4,Research Director,133200,11,4,1,2.0,4.0,3.0,3,3,high
2416,Yes,Sales,1,Healthcare Representative,63470,12,9,7,4.0,3.0,3.0,1,3,medium
2417,Yes,Sales,2,Research Scientist,27430,19,1,0,4.0,2.0,3.0,3,3,low
2418,No,Research & Development,1,Human Resources,108800,23,7,5,4.0,4.0,3.0,3,4,high
2419,No,Research & Development,5,Laboratory Technician,23420,11,4,1,1.0,2.0,3.0,3,3,low
2420,No,Sales,2,Research Scientist,176500,19,15,4,2.0,4.0,4.0,1,3,high
2421,No,Sales,1,Manager,40250,13,1,0,3.0,4.0,4.0,2,3,low
2422,No,Sales,3,Manager,97250,11,14,2,2.0,2.0,3.0,3,3,medium
2423,No,Research & Development,1,Laboratory Technician,119040,12,6,1,3.0,4.0,2.0,3,3,high
2424,No,Research & Development,1,Healthcare Representative,21770,13,10,8,2.0,4.0,3.0,3,3,low
2425,Yes,Research & Development,2,Research Scientist,75250,14,3,0,3.0,4.0,3.0,3,3,medium
2426,No,Human Resources,1,Research Scientist,48340,14,8,6,3.0,4.0,3.0,4,3,low
2427,No,Research & Development,3,Sales Executive,20420,16,5,1,1.0,4.0,4.0,3,3,low
2428,No,Research & Development,2,Sales Executive,22200,11,10,8,4.0,4.0,3.0,1,3,low
2429,No,Research & Development,3,Sales Executive,10520,13,5,0,3.0,3.0,3.0,3,3,low
2430,No,Sales,1,Research Scientist,28210,17,10,8,4.0,3.0,3.0,3,3,low
2431,No,Research & Development,2,Research Scientist,192370,11,5,1,4.0,3.0,3.0,3,3,high
2432,No,Human Resources,3,Research Scientist,41070,11,13,6,3.0,4.0,2.0,1,3,low
2433,No,Sales,2,Manufacturing Director,83960,15,23,14,3.0,3.0,2.0,2,3,medium
2434,Yes,Sales,2,Manager,20070,12,1,0,4.0,3.0,3.0,2,3,low
2435,Yes,Research & Development,2,Sales Executive,196270,11,23,14,3.0,3.0,1.0,3,3,high
2436,No,Research & Development,1,Sales Executive,106860,14,3,0,4.0,3.0,4.0,3,3,high
2437,No,Research & Development,1,Research Director,29420,22,21,8,4.0,2.0,3.0,3,4,low
2438,No,Sales,2,Laboratory Technician,88580,16,5,1,1.0,3.0,2.0,3,3,medium
2439,No,Research & Development,1,Sales Executive,167560,11,5,0,2.0,3.0,4.0,3,3,high
2440,No,Sales,2,Research Scientist,107980,14,3,1,3.0,2.0,3.0,1,3,high
2441,No,Research & Development,1,Healthcare Representative,23230,16,1,0,2.0,1.0,3.0,3,3,low
2442,No,Research & Development,1,Research Scientist,14160,15,6,1,2.0,1.0,4.0,2,3,low
2443,No,Research & Development,4,Sales Executive,46150,12,10,0,3.0,2.0,3.0,2,3,low
2444,No,Sales,1,Laboratory Technician,24610,20,7,0,4.0,3.0,3.0,3,4,low
2445,No,Sales,1,Laboratory Technician,87220,17,10,0,2.0,4.0,2.0,3,3,medium
2446,No,Research & Development,2,Sales Executive,39550,12,1,0,3.0,2.0,1.0,3,3,low
2447,No,Research & Development,3,Sales Executive,99570,20,10,0,3.0,4.0,2.0,3,4,medium
2448,Yes,Research & Development,2,Manufacturing Director,33760,20,2,2,2.0,1.0,3.0,3,4,low
2449,Yes,Research & Development,2,Research Director,88230,13,0,0,1.0,2.0,3.0,3,3,medium
2450,No,Sales,3,Manufacturing Director,103220,14,3,1,3.0,2.0,1.0,3,3,high
2451,No,Sales,2,Sales Executive,46210,18,5,1,4.0,4.0,2.0,3,3,low
2452,No,Research & Development,2,Manufacturing Director,109760,11,9,5,4.0,4.0,3.0,2,3,high
2453,No,Research & Development,1,Research Scientist,36600,11,4,0,4.0,3.0,1.0,2,3,low
2454,No,Sales,3,Manufacturing Director,104820,11,21,12,2.0,2.0,2.0,2,3,high
2455,No,Research & Development,1,Sales Representative,71190,15,5,0,3.0,3.0,4.0,3,3,medium
2456,No,Sales,1,Research Director,95820,12,9,0,4.0,1.0,3.0,3,3,medium
2457,No,Sales,1,Sales Executive,45080,11,2,2,1.0,4.0,3.0,3,3,low
2458,Yes,Research & Development,1,Human Resources,22070,14,4,1,3.0,4.0,2.0,3,3,low
2459,No,Research & Development,3,Laboratory Technician,77560,15,5,0,1.0,3.0,3.0,4,3,medium
2460,No,Sales,1,Manager,66940,13,6,1,3.0,4.0,2.0,2,3,medium
2461,Yes,Sales,5,Research Scientist,36910,13,2,2,2.0,2.0,3.0,3,3,low
2462,No,Research & Development,1,Sales Executive,23770,21,3,0,4.0,3.0,4.0,3,4,low
2463,No,Sales,3,Sales Executive,23130,11,7,1,3.0,1.0,3.0,3,3,low
2464,No,Research & Development,2,Healthcare Representative,176650,11,5,1,4.0,4.0,3.0,2,3,high
2465,No,Research & Development,1,Sales Representative,25960,14,11,1,4.0,2.0,2.0,3,3,low
2466,No,Sales,1,Sales Executive,47280,11,5,0,4.0,4.0,4.0,3,3,low
2467,Yes,Research & Development,1,Sales Executive,43020,13,0,0,1.0,1.0,2.0,1,3,low
2468,No,Research & Development,1,Healthcare Representative,29790,12,6,0,3.0,2.0,2.0,3,3,low
2469,Yes,Human Resources,2,Laboratory Technician,168850,14,1,0,1.0,3.0,3.0,3,3,high
2470,No,Research & Development,2,Sales Representative,55930,13,1,0,4.0,1.0,3.0,3,3,medium
2471,No,Research & Development,1,Sales Representative,104450,18,7,1,3.0,3.0,3.0,3,3,high
2472,No,Research & Development,1,Laboratory Technician,87400,11,7,0,2.0,2.0,3.0,3,3,medium
2473,No,Research & Development,1,Manufacturing Director,25140,11,1,1,2.0,4.0,3.0,2,3,low
2474,Yes,Research & Development,3,Sales Executive,76550,12,1,0,3.0,3.0,3.0,3,3,medium
2475,No,Human Resources,1,Healthcare Representative,174650,13,5,0,2.0,2.0,2.0,3,3,high
2476,No,Research & Development,1,Sales Executive,73510,20,1,0,3.0,2.728246013667426,3.0,3,4,medium
2477,No,Research & Development,1,Research Scientist,108200,12,9,1,4.0,2.0,2.0,3,3,high
2478,No,Research & Development,1,Sales Representative,121690,19,5,0,3.0,1.0,2.7614364135407135,3,3,high
2479,No,Research & Development,1,Research Scientist,196260,21,15,0,4.0,3.0,3.0,2,4,high
2480,No,Research & Development,2,Healthcare Representative,20700,13,3,0,1.0,3.0,2.0,4,3,low
2481,No,Sales,1,Laboratory Technician,67820,16,9,1,2.0,4.0,3.0,3,3,medium
2482,No,Sales,5,Sales Executive,77790,12,2,2,4.0,4.0,3.0,3,3,medium
2483,Yes,Sales,5,Healthcare Representative,27910,14,1,1,2.0,2.0,3.0,4,3,low
2484,No,Research & Development,2,Sales Executive,32010,11,5,0,4.0,3.0,3.0,2,3,low
2485,Yes,Research & Development,4,Research Scientist,49680,14,1,0,3.0,1.0,3.0,3,3,low
2486,No,Research & Development,5,Sales Executive,131200,12,12,5,1.0,4.0,3.0,2,3,high
2487,No,Research & Development,1,Manager,40330,14,2,2,1.0,3.0,3.0,3,3,low
2488,No,Research & Development,2,Sales Executive,32910,16,5,0,2.0,2.0,3.0,2,3,low
2489,No,Sales,1,Sales Representative,42720,13,2,2,3.0,4.0,3.0,4,3,low
2490,No,Research & Development,4,Research Scientist,50560,12,12,5,4.0,1.0,3.0,2,3,medium
2491,Yes,Sales,1,Research Scientist,28440,12,5,2,3.0,2.0,2.0,4,3,low
2492,No,Research & Development,2,Sales Executive,27030,14,10,4,3.0,2.0,2.0,3,3,low
2493,Yes,Research & Development,2,Research Scientist,19040,22,10,7,3.0,4.0,3.0,3,4,low
2494,No,Research & Development,2,Laboratory Technician,82240,19,10,7,4.0,1.0,3.0,3,3,medium
2495,No,Sales,2,Sales Executive,47660,12,5,0,3.0,4.0,4.0,3,3,low
2496,No,Sales,2,Laboratory Technician,26100,12,4,2,3.0,3.0,3.0,2,3,low
2497,No,Research & Development,2,Manufacturing Director,57310,17,2,2,2.0,2.0,3.0,3,3,medium
2498,No,Research & Development,1,Research Director,25390,12,4,0,3.0,1.0,2.0,3,3,low
2499,No,Research & Development,2,Laboratory Technician,57140,11,0,0,2.0,1.0,2.0,3,3,medium
2500,No,Sales,2,Research Director,43230,18,7,1,2.0,4.0,3.0,3,3,low
2501,No,Sales,3,Sales Executive,73360,11,11,3,1.0,2.0,3.0,3,3,medium
2502,Yes,Research & Development,1,Manufacturing Director,134990,23,7,0,4.0,1.0,2.0,4,4,high
2503,Yes,Research & Development,1,Laboratory Technician,137580,11,10,0,4.0,1.0,1.0,3,3,high
2504,No,Research & Development,2,Healthcare Representative,51550,18,2,2,3.0,4.0,3.0,2,3,medium
2505,No,Human Resources,3,Sales Executive,22580,18,3,1,1.0,3.0,2.0,3,3,low
2506,No,Research & Development,3,Research Scientist,35970,13,3,1,2.0,2.0,1.0,1,3,low
2507,No,Research & Development,3,Laboratory Technician,25150,18,22,13,3.0,3.0,4.0,2,3,low
2508,No,Sales,2,Manager,44200,11,7,0,1.0,3.0,3.0,3,3,low
2509,Yes,Human Resources,3,Sales Executive,65780,15,5,1,4.0,2.0,3.0,2,3,medium
2510,Yes,Research & Development,1,Sales Executive,44220,11,9,3,4.0,2.0,4.0,3,3,low
2511,No,Sales,3,Sales Executive,102740,18,5,0,3.0,4.0,3.0,3,3,high
2512,No,Research & Development,2,Laboratory Technician,53430,14,10,4,2.0,3.0,3.0,2,3,medium
2513,No,Research & Development,1,Laboratory Technician,23760,12,16,14,2.0,2.0,2.0,3,3,low
2514,No,Research & Development,3,Manufacturing Director,53460,14,5,0,2.0,3.0,4.0,2,3,medium
2515,No,Research & Development,2,Research Scientist,28270,14,22,14,3.0,2.0,3.0,3,3,low
2516,No,Research & Development,2,Manager,199430,13,7,7,2.0,1.0,3.0,3,3,high
2517,No,Sales,1,Research Scientist,31310,14,7,1,4.0,4.0,2.0,2,3,low
2518,No,Sales,3,Manufacturing Director,25520,18,3,2,1.0,1.0,3.0,3,3,low
2519,No,Sales,3,Manager,44770,15,3,1,3.0,1.0,3.0,3,3,low
2520,No,Research & Development,2,Manufacturing Director,64740,13,4,0,2.0,4.0,2.0,1,3,medium
2521,No,Sales,1,Healthcare Representative,30330,12,5,1,3.0,4.0,3.0,2,3,low
2522,No,Research & Development,1,Sales Representative,29360,13,2,2,1.0,3.0,3.0,3,3,low
2523,No,Research & Development,3,Sales Representative,186060,24,0,0,2.0,3.0,1.0,3,4,high
2524,Yes,Research & Development,3,Laboratory Technician,21680,14,1,0,4.0,1.0,3.0,3,3,low
2525,Yes,Research & Development,1,Manager,28530,14,2,2,1.0,1.0,3.0,2,3,low
2526,No,Sales,1,Research Scientist,170480,15,8,5,3.0,3.0,4.0,2,3,high
2527,No,Sales,5,Laboratory Technician,22900,11,1,0,4.0,2.0,3.0,3,3,low
2528,No,Sales,1,Research Director,36000,23,7,7,1.0,4.0,3.0,3,4,low
2529,No,Sales,5,Research Scientist,21070,13,5,0,4.0,4.0,2.0,3,3,low
2530,No,Research & Development,1,Human Resources,41150,11,11,3,4.0,4.0,4.0,3,3,low
2531,No,Sales,4,Sales Executive,43270,13,0,0,4.0,4.0,4.0,3,3,low
2532,No,Research & Development,1,Manager,178560,18,6,3,3.0,3.0,2.0,3,3,high
2533,No,Sales,5,Manager,31960,14,2,2,2.0,3.0,3.0,2,3,low
2534,No,Human Resources,1,Laboratory Technician,190810,21,9,4,4.0,4.0,2.0,3,4,high
2535,No,Research & Development,1,Sales Executive,89660,16,3,2,3.0,4.0,3.0,2,3,medium
2536,No,Research & Development,1,Manufacturing Director,22100,11,7,1,4.0,3.0,3.0,3,3,low
2537,No,Sales,2,Research Director,45390,17,0,0,4.0,3.0,3.0,3,3,low
2538,Yes,Research & Development,2,Laboratory Technician,27410,11,2,2,3.0,2.0,2.0,3,3,low
2539,No,Research & Development,2,Laboratory Technician,34910,14,19,2,1.0,1.0,3.0,3,3,low
2540,No,Sales,5,Research Scientist,45410,14,9,5,2.0,3.0,3.0,4,3,low
